aircraft,family,flight,origin,depInt,altDepInt,destination,arrInt,altArrInt,previous,tt,altFlight,altAirc,newFlight,_flight,cancelFlight
B747#402,B747,861802/03/08,ATL,2795,2795,CLE,2900,2900,0,60,0,0,0,-1,0
B747#402,B747,949703/03/08,CLE,4190,4190,EWR,4295,4295,0,60,0,0,0,-1,0
B747#400,B747,334801/03/08,MRS,610,610,TUN,700,700,0,60,0,0,0,-1,0
B747#400,B747,338901/03/08,TUN,780,780,LYS,890,890,0,60,0,0,0,-1,0
B747#400,B747,338801/03/08,LYS,950,950,TUN,1065,1065,0,60,0,0,0,-1,0
B747#400,B747,338102/03/08,TUN,1930,1930,BOD,2070,2070,0,60,0,0,0,-1,0
B747#400,B747,339603/03/08,BOD,3545,3545,CMN,3690,3690,0,60,0,0,0,-1,0
B747#40,B747,859801/03/08,ATL,1360,1360,IND,1455,1455,0,60,0,0,0,-1,0
B747#40,B747,856302/03/08,IND,2575,2575,ATL,2665,2665,0,60,0,0,0,-1,0
B747#40,B747,887602/03/08,ATL,2870,2870,FWA,2965,2965,0,60,0,0,0,-1,0
B747#40,B747,904903/03/08,FWA,3910,3910,ATL,4020,4020,0,60,0,0,0,-1,0
B747#40,B747,851603/03/08,ATL,4105,4105,CAE,4160,4160,0,60,0,0,0,-1,0
B747#39,B747,851801/03/08,ATL,1360,1360,CAE,1420,1420,0,60,0,0,0,-1,0
B747#39,B747,851702/03/08,CAE,2765,2765,ATL,2830,2830,0,60,0,0,0,-1,0
B747#39,B747,911403/03/08,ATL,4090,4090,ROC,4215,4215,0,60,0,0,0,-1,0
B747#38,B747,861801/03/08,ATL,1355,1355,CLE,1460,1460,0,60,0,0,0,-1,0
B747#38,B747,856502/03/08,CLE,2710,2710,ATL,2825,2825,0,60,0,0,0,-1,0
B747#38,B747,865203/03/08,ATL,4000,4000,SEA,4310,4310,0,60,0,0,0,-1,0
B747#377,B747,850901/03/08,MLB,1390,1390,ATL,1485,1485,0,60,0,0,0,-1,0
B747#377,B747,859002/03/08,ATL,2775,2775,BWI,2885,2885,0,60,0,0,0,-1,0
B747#377,B747,900303/03/08,BWI,4140,4140,ATL,4255,4255,0,60,0,0,0,-1,0
B747#375,B747,847301/03/08,MHT,1015,1015,ATL,1185,1185,0,60,0,0,0,-1,0
B747#375,B747,857201/03/08,ATL,1315,1315,JAX,1380,1380,0,60,0,0,0,-1,0
B747#375,B747,878702/03/08,JAX,2625,2625,CVG,2745,2745,0,60,0,0,0,-1,0
B747#375,B747,898802/03/08,CVG,2805,2805,OMA,2920,2920,0,60,0,0,0,-1,0
B747#375,B747,890903/03/08,OMA,4140,4140,CVG,4250,4250,0,60,0,0,0,-1,0
B747#371,B747,859701/03/08,MEM,1260,1260,ATL,1340,1340,0,60,0,0,0,-1,0
B747#371,B747,851201/03/08,ATL,1430,1430,BTR,1525,1525,0,60,0,0,0,-1,0
B747#371,B747,879702/03/08,BTR,2420,2420,ATL,2510,2510,0,60,0,0,0,-1,0
B747#371,B747,912602/03/08,ATL,2775,2775,BNA,2840,2840,0,60,0,0,0,-1,0
B747#371,B747,850703/03/08,BNA,4275,4275,ATL,4345,4345,0,60,0,0,0,-1,0
B747#370,B747,857501/03/08,MEM,1165,1165,ATL,1245,1245,0,60,0,0,0,-1,0
B747#370,B747,879001/03/08,ATL,1315,1315,DEN,1505,1505,0,60,0,0,0,-1,0
B747#370,B747,913102/03/08,DEN,2600,2600,ATL,2765,2765,0,60,0,0,0,-1,0
B747#370,B747,857002/03/08,ATL,2865,2865,JAX,2935,2935,0,60,0,0,0,-1,0
B747#370,B747,905503/03/08,JAX,4230,4230,ATL,4300,4300,0,60,0,0,0,-1,0
B747#37,B747,861401/03/08,ATL,1355,1355,MSY,1450,1450,0,60,0,0,0,-1,0
B747#37,B747,911702/03/08,MSY,2590,2590,ATL,2675,2675,0,60,0,0,0,-1,0
B747#37,B747,906402/03/08,ATL,2870,2870,SRQ,2960,2960,0,60,0,0,0,-1,0
B747#37,B747,887103/03/08,SRQ,3865,3865,CVG,4005,4005,0,60,0,0,0,-1,0
B747#37,B747,919203/03/08,CVG,4210,4210,MHT,4330,4330,0,60,0,0,0,-1,0
B747#369,B747,809101/03/08,MEL,430,430,SIN,810,810,0,60,0,0,0,-1,0
B747#369,B747,809402/03/08,SIN,2150,2150,PER,2455,2455,0,60,0,0,0,-1,0
B747#369,B747,809303/03/08,PER,3425,3425,SIN,3720,3720,0,60,0,0,0,-1,0
B747#368,B747,859501/03/08,MDT,1155,1155,ATL,1280,1280,0,60,0,0,0,-1,0
B747#368,B747,863201/03/08,ATL,1405,1405,CLE,1515,1515,0,60,0,0,0,-1,0
B747#368,B747,882502/03/08,CLE,2760,2760,CVG,2825,2825,0,60,0,0,0,-1,0
B747#368,B747,881003/03/08,CVG,4115,4115,BHM,4195,4195,0,60,0,0,0,-1,0
B747#368,B747,879103/03/08,BHM,4280,4280,ATL,4340,4340,0,60,0,0,0,-1,0
B747#367,B747,872501/03/08,MDT,1125,1125,CVG,1220,1220,0,60,0,0,0,-1,0
B747#367,B747,876001/03/08,CVG,1305,1305,LAX,1575,1575,0,60,0,0,0,-1,0
B747#367,B747,7002/03/08,LAX,1940,1940,PPT,2430,2430,0,60,0,0,0,-1,0
B747#367,B747,7102/03/08,PPT,2530,2530,LAX,3005,3005,0,60,0,0,0,-1,0
B747#367,B747,6903/03/08,LAX,3260,3260,CDG,3900,3900,0,60,0,0,0,-1,0
B747#365,B747,902701/03/08,MCI,1380,1380,ATL,1505,1505,0,60,0,0,0,-1,0
B747#365,B747,875202/03/08,ATL,2770,2770,LEX,2845,2845,0,60,0,0,0,-1,0
B747#365,B747,902503/03/08,LEX,3890,3890,ATL,3970,3970,0,60,0,0,0,-1,0
B747#365,B747,30103/03/08,ATL,4035,4035,CDG,4530,4530,0,60,0,0,0,-1,0
B747#36,B747,910601/03/08,ATL,1350,1350,ELP,1545,1545,0,60,0,0,0,-1,0
B747#36,B747,930302/03/08,ELP,2555,2555,IAH,2670,2670,0,60,0,0,0,-1,0
B747#36,B747,930202/03/08,IAH,2855,2855,ELP,2975,2975,0,60,0,0,0,-1,0
B747#36,B747,930303/03/08,ELP,3995,3995,IAH,4110,4110,0,60,0,0,0,-1,0
B747#36,B747,930803/03/08,IAH,4170,4170,AUS,4220,4220,0,60,0,0,0,-1,0
B747#357,B747,338201/03/08,LYS,635,635,TUN,745,745,0,60,0,0,0,-1,0
B747#357,B747,168502/03/08,TUN,1915,1915,CDG,2070,2070,0,60,0,0,0,-1,0
B747#357,B747,29602/03/08,CDG,2305,2305,NGO,3025,3025,0,60,0,0,0,-1,0
B747#357,B747,802203/03/08,NGO,3325,3325,FUK,3400,3400,0,60,0,0,0,-1,0
B747#357,B747,801703/03/08,FUK,4275,4275,KIX,4335,4335,0,60,0,0,0,-1,0
B747#35,B747,851401/03/08,ATL,1345,1345,BTR,1435,1435,0,60,0,0,0,-1,0
B747#35,B747,867302/03/08,BTR,2615,2615,ATL,2700,2700,0,60,0,0,0,-1,0
B747#35,B747,907802/03/08,ATL,2845,2845,MYR,2940,2940,0,60,0,0,0,-1,0
B747#35,B747,882703/03/08,MYR,4170,4170,CVG,4280,4280,0,60,0,0,0,-1,0
B747#34,B747,863801/03/08,ATL,1345,1345,SAN,1615,1615,0,60,0,0,0,-1,0
B747#34,B747,913902/03/08,SAN,2460,2460,ATL,2715,2715,0,60,0,0,0,-1,0
B747#34,B747,896602/03/08,ATL,2810,2810,DTW,2925,2925,0,60,0,0,0,-1,0
B747#34,B747,890503/03/08,DTW,4140,4140,ATL,4255,4255,0,60,0,0,0,-1,0
B747#34,B747,865803/03/08,ATL,4315,4315,TLH,4380,4380,0,60,0,0,0,-1,0
B747#33,B747,888801/03/08,ATL,1345,1345,SAT,1490,1490,0,60,0,0,0,-1,0
B747#33,B747,863502/03/08,SAT,2545,2545,ATL,2670,2670,0,60,0,0,0,-1,0
B747#33,B747,866202/03/08,ATL,2810,2810,OKC,2940,2940,0,60,0,0,0,-1,0
B747#33,B747,890703/03/08,OKC,4150,4150,CVG,4275,4275,0,60,0,0,0,-1,0
B747#32,B747,909401/03/08,ATL,1340,1340,STL,1450,1450,0,60,0,0,0,-1,0
B747#32,B747,895302/03/08,STL,2750,2750,CVG,2820,2820,0,60,0,0,0,-1,0
B747#32,B747,875603/03/08,CVG,4185,4185,SFO,4470,4470,0,60,0,0,0,-1,0
B747#319,B747,6901/03/08,LAX,380,380,CDG,1020,1020,0,60,0,0,0,-1,0
B747#319,B747,56802/03/08,CDG,2200,2200,BEY,2460,2460,0,60,0,0,0,-1,0
B747#319,B747,56903/03/08,BEY,3245,3245,CDG,3525,3525,0,60,0,0,0,-1,0
B747#319,B747,2603/03/08,CDG,3800,3800,IAD,4315,4315,0,60,0,0,0,-1,0
B747#316,B747,879901/03/08,LAS,1225,1225,ATL,1460,1460,0,60,0,0,0,-1,0
B747#316,B747,879402/03/08,ATL,2770,2770,DFW,2910,2910,0,60,0,0,0,-1,0
B747#316,B747,905703/03/08,DFW,4090,4090,ATL,4210,4210,0,60,0,0,0,-1,0
B747#316,B747,904203/03/08,ATL,4280,4280,DEN,4475,4475,0,60,0,0,0,-1,0
B747#312,B747,229201/03/08,KIX,750,750,NOU,1275,1275,0,60,0,0,0,-1,0
B747#312,B747,229102/03/08,NOU,2310,2310,KIX,2850,2850,0,60,0,0,0,-1,0
B747#312,B747,801603/03/08,KIX,3360,3360,FUK,3430,3430,0,60,0,0,0,-1,0
B747#312,B747,802303/03/08,FUK,4230,4230,NGO,4305,4305,0,60,0,0,0,-1,0
B747#31,B747,856001/03/08,ATL,1340,1340,CRW,1415,1415,0,60,0,0,0,-1,0
B747#31,B747,855702/03/08,CRW,2635,2635,ATL,2720,2720,0,60,0,0,0,-1,0
B747#31,B747,909402/03/08,ATL,2780,2780,STL,2890,2890,0,60,0,0,0,-1,0
B747#31,B747,895303/03/08,STL,4190,4190,CVG,4260,4260,0,60,0,0,0,-1,0
B747#307,B747,701/03/08,JFK,945,945,CDG,1370,1370,0,60,0,0,0,-1,0
B747#307,B747,899602/03/08,CDG,2195,2195,ATL,2795,2795,0,60,0,0,0,-1,0
B747#307,B747,854602/03/08,ATL,2860,2860,SYR,2990,2990,0,60,0,0,0,-1,0
B747#307,B747,872903/03/08,SYR,4010,4010,CVG,4115,4115,0,60,0,0,0,-1,0
B747#307,B747,891403/03/08,CVG,4190,4190,PDX,4465,4465,0,60,0,0,0,-1,0
B747#306,B747,901/03/08,JFK,835,835,CDG,1255,1255,0,60,0,0,0,-1,0
B747#306,B747,43802/03/08,CDG,2190,2190,MEX,2915,2915,0,60,0,0,0,-1,0
B747#306,B747,43703/03/08,MEX,3860,3860,CDG,4530,4530,0,60,0,0,0,-1,0
B747#304,B747,905501/03/08,JAX,1350,1350,ATL,1420,1420,0,60,0,0,0,-1,0
B747#304,B747,866602/03/08,ATL,2770,2770,AUS,2910,2910,0,60,0,0,0,-1,0
B747#304,B747,877103/03/08,AUS,4205,4205,ATL,4335,4335,0,60,0,0,0,-1,0
B747#303,B747,878701/03/08,JAX,1185,1185,CVG,1305,1305,0,60,0,0,0,-1,0
B747#303,B747,898801/03/08,CVG,1365,1365,OMA,1480,1480,0,60,0,0,0,-1,0
B747#303,B747,890902/03/08,OMA,2700,2700,CVG,2810,2810,0,60,0,0,0,-1,0
B747#303,B747,919603/03/08,CVG,4110,4110,SAV,4205,4205,0,60,0,0,0,-1,0
B747#303,B747,864303/03/08,SAV,4285,4285,ATL,4350,4350,0,60,0,0,0,-1,0
B747#300,B747,901301/03/08,IND,1385,1385,ATL,1485,1485,0,60,0,0,0,-1,0
B747#300,B747,864002/03/08,ATL,2765,2765,SAT,2905,2905,0,60,0,0,0,-1,0
B747#300,B747,931103/03/08,SAT,4060,4060,IAH,4110,4110,0,60,0,0,0,-1,0
B747#30,B747,874801/03/08,ATL,1340,1340,LEX,1405,1405,0,60,0,0,0,-1,0
B747#30,B747,887902/03/08,LEX,2780,2780,CVG,2825,2825,0,60,0,0,0,-1,0
B747#30,B747,888003/03/08,CVG,4180,4180,STL,4260,4260,0,60,0,0,0,-1,0
B747#297,B747,3301/03/08,IAH,985,985,CDG,1545,1545,0,60,0,0,0,-1,0
B747#297,B747,27602/03/08,CDG,2180,2180,NRT,2900,2900,0,60,0,0,0,-1,0
B747#297,B747,27703/03/08,NRT,3655,3655,CDG,4535,4535,0,60,0,0,0,-1,0
B747#294,B747,855301/03/08,HSV,1435,1435,ATL,1495,1495,0,60,0,0,0,-1,0
B747#294,B747,904002/03/08,ATL,2765,2765,GRR,2885,2885,0,60,0,0,0,-1,0
B747#294,B747,885903/03/08,GRR,4195,4195,CVG,4265,4265,0,60,0,0,0,-1,0
B747#293,B747,886701/03/08,HSV,1150,1150,CVG,1235,1235,0,60,0,0,0,-1,0
B747#293,B747,888001/03/08,CVG,1300,1300,STL,1380,1380,0,60,0,0,0,-1,0
B747#293,B747,865702/03/08,STL,2660,2660,ATL,2760,2760,0,60,0,0,0,-1,0
B747#293,B747,900002/03/08,ATL,2860,2860,LAS,3115,3115,0,60,0,0,0,-1,0
B747#293,B747,856903/03/08,LAS,3870,3870,ATL,4105,4105,0,60,0,0,0,-1,0
B747#293,B747,855203/03/08,ATL,4165,4165,BNA,4230,4230,0,60,0,0,0,-1,0
B747#29,B747,905001/03/08,ATL,1335,1335,LAS,1590,1590,0,60,0,0,0,-1,0
B747#29,B747,856902/03/08,LAS,2430,2430,ATL,2665,2665,0,60,0,0,0,-1,0
B747#29,B747,901802/03/08,ATL,2755,2755,SAT,2895,2895,0,60,0,0,0,-1,0
B747#29,B747,892903/03/08,SAT,3910,3910,CVG,4065,4065,0,60,0,0,0,-1,0
B747#29,B747,891803/03/08,CVG,4180,4180,PHX,4415,4415,0,60,0,0,0,-1,0
B747#288,B747,885901/03/08,GRR,1315,1315,CVG,1385,1385,0,60,0,0,0,-1,0
B747#288,B747,884402/03/08,CVG,2620,2620,MYR,2710,2710,0,60,0,0,0,-1,0
B747#288,B747,907702/03/08,MYR,2770,2770,ATL,2850,2850,0,60,0,0,0,-1,0
B747#288,B747,901203/03/08,ATL,3735,3735,MKE,3855,3855,0,60,0,0,0,-1,0
B747#288,B747,889303/03/08,MKE,4175,4175,CVG,4255,4255,0,60,0,0,0,-1,0
B747#286,B747,904901/03/08,FWA,1030,1030,ATL,1140,1140,0,60,0,0,0,-1,0
B747#286,B747,901801/03/08,ATL,1315,1315,SAT,1455,1455,0,60,0,0,0,-1,0
B747#286,B747,931102/03/08,SAT,2620,2620,IAH,2670,2670,0,60,0,0,0,-1,0
B747#286,B747,931002/03/08,IAH,2730,2730,SAT,2785,2785,0,60,0,0,0,-1,0
B747#286,B747,863503/03/08,SAT,3985,3985,ATL,4110,4110,0,60,0,0,0,-1,0
B747#286,B747,857203/03/08,ATL,4195,4195,JAX,4260,4260,0,60,0,0,0,-1,0
B747#28,B747,875201/03/08,ATL,1330,1330,LEX,1405,1405,0,60,0,0,0,-1,0
B747#28,B747,902502/03/08,LEX,2450,2450,ATL,2530,2530,0,60,0,0,0,-1,0
B747#28,B747,895002/03/08,ATL,2590,2590,CLT,2660,2660,0,60,0,0,0,-1,0
B747#28,B747,852702/03/08,CLT,2840,2840,ATL,2915,2915,0,60,0,0,0,-1,0
B747#28,B747,847403/03/08,ATL,3930,3930,HNL,4495,4495,0,60,0,0,0,-1,0
B747#274,B747,949401/03/08,EWR,1365,1365,PIT,1465,1465,0,60,0,0,0,-1,0
B747#274,B747,949502/03/08,PIT,2760,2760,EWR,2850,2850,0,60,0,0,0,-1,0
B747#274,B747,949203/03/08,EWR,4215,4215,RDU,4315,4315,0,60,0,0,0,-1,0
B747#273,B747,949001/03/08,EWR,1315,1315,ROC,1395,1395,0,60,0,0,0,-1,0
B747#273,B747,949102/03/08,ROC,2745,2745,EWR,2820,2820,0,60,0,0,0,-1,0
B747#273,B747,949003/03/08,EWR,4195,4195,ROC,4275,4275,0,60,0,0,0,-1,0
B747#272,B747,1901/03/08,EWR,930,930,CDG,1360,1360,0,60,0,0,0,-1,0
B747#272,B747,52602/03/08,CDG,2175,2175,DXB,2575,2575,0,60,0,0,0,-1,0
B747#272,B747,52903/03/08,DXB,3410,3410,CDG,3860,3860,0,60,0,0,0,-1,0
B747#272,B747,239003/03/08,CDG,3955,3955,IST,4155,4155,0,60,0,0,0,-1,0
B747#27,B747,877001/03/08,ATL,1320,1320,BHM,1370,1370,0,60,0,0,0,-1,0
B747#27,B747,886502/03/08,BHM,2675,2675,CVG,2765,2765,0,60,0,0,0,-1,0
B747#27,B747,894603/03/08,CVG,4175,4175,SEA,4460,4460,0,60,0,0,0,-1,0
B747#269,B747,913501/03/08,ELP,845,845,ATL,1025,1025,0,60,0,0,0,-1,0
B747#269,B747,905601/03/08,ATL,1390,1390,DFW,1525,1525,0,60,0,0,0,-1,0
B747#269,B747,879502/03/08,DFW,2775,2775,ATL,2900,2900,0,60,0,0,0,-1,0
B747#269,B747,910603/03/08,ATL,4230,4230,ELP,4425,4425,0,60,0,0,0,-1,0
B747#266,B747,52901/03/08,DXB,530,530,CDG,980,980,0,60,0,0,0,-1,0
B747#266,B747,239001/03/08,CDG,1075,1075,IST,1275,1275,0,60,0,0,0,-1,0
B747#266,B747,239102/03/08,IST,1860,1860,CDG,2085,2085,0,60,0,0,0,-1,0
B747#266,B747,1802/03/08,CDG,2175,2175,EWR,2680,2680,0,60,0,0,0,-1,0
B747#266,B747,949002/03/08,EWR,2755,2755,ROC,2835,2835,0,60,0,0,0,-1,0
B747#266,B747,912503/03/08,ROC,4020,4020,ATL,4155,4155,0,60,0,0,0,-1,0
B747#266,B747,856003/03/08,ATL,4220,4220,CRW,4295,4295,0,60,0,0,0,-1,0
B747#260,B747,886101/03/08,DTW,1355,1355,ATL,1480,1480,0,60,0,0,0,-1,0
B747#260,B747,859402/03/08,ATL,2760,2760,MEM,2840,2840,0,60,0,0,0,-1,0
B747#260,B747,857503/03/08,MEM,4045,4045,ATL,4125,4125,0,60,0,0,0,-1,0
B747#260,B747,879003/03/08,ATL,4195,4195,DEN,4385,4385,0,60,0,0,0,-1,0
B747#26,B747,878601/03/08,ATL,1270,1270,PHX,1515,1515,0,60,0,0,0,-1,0
B747#26,B747,858502/03/08,PHX,2350,2350,ATL,2555,2555,0,60,0,0,0,-1,0
B747#26,B747,858802/03/08,ATL,2630,2630,MCO,2710,2710,0,60,0,0,0,-1,0
B747#26,B747,911903/03/08,MCO,4040,4040,ATL,4130,4130,0,60,0,0,0,-1,0
B747#26,B747,867603/03/08,ATL,4220,4220,ORF,4315,4315,0,60,0,0,0,-1,0
B747#258,B747,879501/03/08,DFW,1335,1335,ATL,1460,1460,0,60,0,0,0,-1,0
B747#258,B747,857202/03/08,ATL,2755,2755,JAX,2820,2820,0,60,0,0,0,-1,0
B747#258,B747,878703/03/08,JAX,4065,4065,CVG,4185,4185,0,60,0,0,0,-1,0
B747#258,B747,898803/03/08,CVG,4245,4245,OMA,4360,4360,0,60,0,0,0,-1,0
B747#257,B747,905901/03/08,DFW,1025,1025,ATL,1150,1150,0,60,0,0,0,-1,0
B747#257,B747,867201/03/08,ATL,1285,1285,PIT,1380,1380,0,60,0,0,0,-1,0
B747#257,B747,910302/03/08,PIT,2675,2675,ATL,2785,2785,0,60,0,0,0,-1,0
B747#257,B747,886402/03/08,ATL,2845,2845,SRQ,2930,2930,0,60,0,0,0,-1,0
B747#257,B747,865103/03/08,SRQ,4305,4305,ATL,4405,4405,0,60,0,0,0,-1,0
B747#253,B747,902301/03/08,DEN,1265,1265,ATL,1445,1445,0,60,0,0,0,-1,0
B747#253,B747,852002/03/08,ATL,2755,2755,CHS,2825,2825,0,60,0,0,0,-1,0
B747#253,B747,852103/03/08,CHS,4220,4220,ATL,4290,4290,0,60,0,0,0,-1,0
B747#252,B747,854101/03/08,DEN,1080,1080,ATL,1250,1250,0,60,0,0,0,-1,0
B747#252,B747,852201/03/08,ATL,1310,1310,CHS,1380,1380,0,60,0,0,0,-1,0
B747#252,B747,880302/03/08,CHS,2680,2680,ATL,2745,2745,0,60,0,0,0,-1,0
B747#252,B747,863202/03/08,ATL,2845,2845,CLE,2955,2955,0,60,0,0,0,-1,0
B747#252,B747,856503/03/08,CLE,4150,4150,ATL,4265,4265,0,60,0,0,0,-1,0
B747#25,B747,870401/03/08,ATL,1255,1255,LIM,1645,1645,0,60,0,0,0,-1,0
B747#25,B747,870502/03/08,LIM,1805,1805,ATL,2210,2210,0,60,0,0,0,-1,0
B747#25,B747,905202/03/08,ATL,2505,2505,TPA,2590,2590,0,60,0,0,0,-1,0
B747#25,B747,895702/03/08,TPA,2690,2690,CVG,2830,2830,0,60,0,0,0,-1,0
B747#25,B747,919403/03/08,CVG,4170,4170,TLH,4270,4270,0,60,0,0,0,-1,0
B747#247,B747,896401/03/08,CVG,1350,1350,TYS,1405,1405,0,60,0,0,0,-1,0
B747#247,B747,873502/03/08,TYS,2595,2595,CVG,2670,2670,0,60,0,0,0,-1,0
B747#247,B747,919202/03/08,CVG,2770,2770,MHT,2890,2890,0,60,0,0,0,-1,0
B747#247,B747,847303/03/08,MHT,3895,3895,ATL,4065,4065,0,60,0,0,0,-1,0
B747#247,B747,888803/03/08,ATL,4225,4225,SAT,4370,4370,0,60,0,0,0,-1,0
B747#246,B747,872801/03/08,CVG,1235,1235,SYR,1325,1325,0,60,0,0,0,-1,0
B747#246,B747,872902/03/08,SYR,2570,2570,CVG,2675,2675,0,60,0,0,0,-1,0
B747#246,B747,885002/03/08,CVG,2750,2750,LAS,2995,2995,0,60,0,0,0,-1,0
B747#246,B747,887703/03/08,LAS,4040,4040,CVG,4270,4270,0,60,0,0,0,-1,0
B747#245,B747,875401/03/08,CVG,1270,1270,SLC,1495,1495,0,60,0,0,0,-1,0
B747#245,B747,895102/03/08,SLC,2630,2630,CVG,2840,2840,0,60,0,0,0,-1,0
B747#245,B747,885803/03/08,CVG,4105,4105,GRR,4170,4170,0,60,0,0,0,-1,0
B747#244,B747,881001/03/08,CVG,1235,1235,BHM,1315,1315,0,60,0,0,0,-1,0
B747#244,B747,879101/03/08,BHM,1400,1400,ATL,1460,1460,0,60,0,0,0,-1,0
B747#244,B747,912202/03/08,ATL,2750,2750,MLB,2835,2835,0,60,0,0,0,-1,0
B747#244,B747,850903/03/08,MLB,4270,4270,ATL,4365,4365,0,60,0,0,0,-1,0
B747#243,B747,919601/03/08,CVG,1230,1230,SAV,1325,1325,0,60,0,0,0,-1,0
B747#243,B747,864301/03/08,SAV,1405,1405,ATL,1470,1470,0,60,0,0,0,-1,0
B747#243,B747,852202/03/08,ATL,2750,2750,CHS,2820,2820,0,60,0,0,0,-1,0
B747#243,B747,880303/03/08,CHS,4120,4120,ATL,4185,4185,0,60,0,0,0,-1,0
B747#243,B747,867803/03/08,ATL,4245,4245,PHX,4490,4490,0,60,0,0,0,-1,0
B747#242,B747,897001/03/08,CVG,1230,1230,MSP,1345,1345,0,60,0,0,0,-1,0
B747#242,B747,858102/03/08,MSP,2585,2585,ATL,2740,2740,0,60,0,0,0,-1,0
B747#242,B747,851802/03/08,ATL,2800,2800,CAE,2860,2860,0,60,0,0,0,-1,0
B747#242,B747,851703/03/08,CAE,4205,4205,ATL,4270,4270,0,60,0,0,0,-1,0
B747#241,B747,895201/03/08,CVG,1200,1200,STL,1285,1285,0,60,0,0,0,-1,0
B747#241,B747,865501/03/08,STL,1395,1395,ATL,1495,1495,0,60,0,0,0,-1,0
B747#241,B747,853002/03/08,ATL,2750,2750,CMH,2840,2840,0,60,0,0,0,-1,0
B747#241,B747,902103/03/08,CMH,4190,4190,ATL,4285,4285,0,60,0,0,0,-1,0
B747#240,B747,892201/03/08,CVG,1195,1195,MKE,1275,1275,0,60,0,0,0,-1,0
B747#240,B747,902901/03/08,MKE,1345,1345,ATL,1475,1475,0,60,0,0,0,-1,0
B747#240,B747,856802/03/08,ATL,2725,2725,AUS,2865,2865,0,60,0,0,0,-1,0
B747#240,B747,930903/03/08,AUS,4065,4065,IAH,4120,4120,0,60,0,0,0,-1,0
B747#240,B747,930203/03/08,IAH,4295,4295,ELP,4415,4415,0,60,0,0,0,-1,0
B747#24,B747,908001/03/08,ATL,865,865,PBI,960,960,0,60,0,0,0,-1,0
B747#24,B747,891301/03/08,PBI,1070,1070,CVG,1220,1220,0,60,0,0,0,-1,0
B747#24,B747,887201/03/08,CVG,1290,1290,PIT,1355,1355,0,60,0,0,0,-1,0
B747#24,B747,862501/03/08,PIT,1425,1425,ATL,1530,1530,0,60,0,0,0,-1,0
B747#24,B747,908002/03/08,ATL,2305,2305,PBI,2400,2400,0,60,0,0,0,-1,0
B747#24,B747,891302/03/08,PBI,2510,2510,CVG,2660,2660,0,60,0,0,0,-1,0
B747#24,B747,891802/03/08,CVG,2740,2740,PHX,2975,2975,0,60,0,0,0,-1,0
B747#24,B747,858503/03/08,PHX,3790,3790,ATL,3995,3995,0,60,0,0,0,-1,0
B747#24,B747,873803/03/08,ATL,4130,4130,IND,4215,4215,0,60,0,0,0,-1,0
B747#239,B747,884401/03/08,CVG,1180,1180,MYR,1270,1270,0,60,0,0,0,-1,0
B747#239,B747,907701/03/08,MYR,1330,1330,ATL,1410,1410,0,60,0,0,0,-1,0
B747#239,B747,855202/03/08,ATL,2725,2725,BNA,2790,2790,0,60,0,0,0,-1,0
B747#239,B747,883703/03/08,BNA,3940,3940,CVG,4010,4010,0,60,0,0,0,-1,0
B747#239,B747,890803/03/08,CVG,4105,4105,ROA,4175,4175,0,60,0,0,0,-1,0
B747#238,B747,878801/03/08,CVG,1170,1170,PBI,1310,1310,0,60,0,0,0,-1,0
B747#238,B747,907901/03/08,PBI,1390,1390,ATL,1500,1500,0,60,0,0,0,-1,0
B747#238,B747,900602/03/08,ATL,2715,2715,MCI,2840,2840,0,60,0,0,0,-1,0
B747#238,B747,888103/03/08,MCI,4155,4155,CVG,4250,4250,0,60,0,0,0,-1,0
B747#23,B747,911601/03/08,ATL,825,825,PDX,1130,1130,0,60,0,0,0,-1,0
B747#23,B747,909901/03/08,PDX,1250,1250,ATL,1530,1530,0,60,0,0,0,-1,0
B747#23,B747,901202/03/08,ATL,2295,2295,MKE,2415,2415,0,60,0,0,0,-1,0
B747#23,B747,889302/03/08,MKE,2735,2735,CVG,2815,2815,0,60,0,0,0,-1,0
B747#23,B747,884403/03/08,CVG,4060,4060,MYR,4150,4150,0,60,0,0,0,-1,0
B747#23,B747,907703/03/08,MYR,4210,4210,ATL,4290,4290,0,60,0,0,0,-1,0
B747#225,B747,855701/03/08,CRW,1195,1195,ATL,1280,1280,0,60,0,0,0,-1,0
B747#225,B747,868801/03/08,ATL,1385,1385,PHX,1625,1625,0,60,0,0,0,-1,0
B747#225,B747,931902/03/08,PHX,2460,2460,IAH,2615,2615,0,60,0,0,0,-1,0
B747#225,B747,930802/03/08,IAH,2730,2730,AUS,2780,2780,0,60,0,0,0,-1,0
B747#225,B747,851503/03/08,AUS,3920,3920,ATL,4055,4055,0,60,0,0,0,-1,0
B747#225,B747,905803/03/08,ATL,4150,4150,DFW,4280,4280,0,60,0,0,0,-1,0
B747#216,B747,902101/03/08,CMH,1310,1310,ATL,1405,1405,0,60,0,0,0,-1,0
B747#216,B747,902202/03/08,ATL,2715,2715,TLH,2770,2770,0,60,0,0,0,-1,0
B747#216,B747,903903/03/08,TLH,4155,4155,ATL,4220,4220,0,60,0,0,0,-1,0
B747#216,B747,856203/03/08,ATL,4280,4280,IND,4370,4370,0,60,0,0,0,-1,0
B747#215,B747,853101/03/08,CMH,1050,1050,ATL,1145,1145,0,60,0,0,0,-1,0
